id_jugador,source_url,nombre,nombre_completo,fecha_nacimiento,lugar_nacimiento,posicion,id_seleccion_actual,altura_cm,apodo,total_mundiales,total_partidos,total_goles,promedio_gol
5900,https://www.losmundialesdefutbol.com/jugadores/lebogang_morula.php,Lebogang Morula,,22 de diciembre de 1968,,Mediocampista,80,,,1,0,0,0
5901,https://www.losmundialesdefutbol.com/jugadores/john_moshoeu.php,John Moshoeu,,18 de diciembre de 1965,,Mediocampista,80,177,,1,3,0,0
5902,https://www.losmundialesdefutbol.com/jugadores/roberto_mosquera.php,Roberto Mosquera,,21 de junio de 1956,,Delantero,69,,,1,0,0,0
5903,https://www.losmundialesdefutbol.com/jugadores/glen_moss.php,Glen Moss,,19 de enero de 1983,,Arquero,65,188,,1,0,0,0
5904,https://www.losmundialesdefutbol.com/jugadores/mehdi_mostefa.php,Mehdi Mostefa,,30 de agosto de 1983,,Mediocampista,6,181,,1,2,0,0
5905,https://www.losmundialesdefutbol.com/jugadores/aleksandr_mostovoi.php,Aleksandr Mostovoi,,22 de agosto de 1968,,Mediocampista,76,181,,2,1,0,0
5906,https://www.losmundialesdefutbol.com/jugadores/antonio_mota.php,Antonio Mota,,1 de enero de 1943,,Arquero,62,,,2,0,0,0
5907,https://www.losmundialesdefutbol.com/jugadores/salvador_mota.php,Salvador Mota,,1 de enero de 1923,,Arquero,62,,,1,1,0,0
5908,https://www.losmundialesdefutbol.com/jugadores/thiago_motta.php,Thiago Motta,,28 de agosto de 1982,,Mediocampista,56,187,,1,3,0,0
5909,https://www.losmundialesdefutbol.com/jugadores/francois_moubandje.php,François Moubandje,Jacques François Moubandje,21 de junio de 1990,,Defensor,82,182,,1,0,0,0
5910,https://www.losmundialesdefutbol.com/jugadores/benjamin_moukandjo.php,Benjamin Moukandjo,,12 de noviembre de 1988,,Delantero,16,179,,1,3,0,0
5911,https://www.losmundialesdefutbol.com/jugadores/mahmoud_moukhtar.php,Mahmoud Moukhtar,,23 de diciembre de 1907,,Delantero,32,,,1,1,0,0
5912,https://www.losmundialesdefutbol.com/jugadores/youssoufa_moukoko.php,Youssoufa Moukoko,Youssoufa Moukoko,20 de noviembre de 2004,,Delantero,1,179,,1,1,0,0
5913,https://www.losmundialesdefutbol.com/jugadores/mason_mount.php,Mason Mount,,10 de enero de 1999,,Mediocampista,49,180,,1,4,0,0
5914,https://www.losmundialesdefutbol.com/jugadores/eliseo_mourino.php,Eliseo Mourino,,2 de junio de 1927,,Mediocampista,7,,,1,0,0,0
5915,https://www.losmundialesdefutbol.com/jugadores/joao_moutinho.php,João Moutinho,João Filipe Iria Santos Moutinho,15 de septiembre de 1986,,Mediocampista,71,170,,2,6,0,0
5916,https://www.losmundialesdefutbol.com/jugadores/georges_mouyeme.php,Georges Mouyeme,,15 de abril de 1971,,Delantero,16,,,1,1,0,0
5917,https://www.losmundialesdefutbol.com/jugadores/robert_mouynet.php,Robert Mouynet,,25 de marzo de 1930,,Defensor,40,,,1,0,0,0
5918,https://www.losmundialesdefutbol.com/jugadores/bahram_movadat.php,Bahram Movadat,,30 de enero de 1950,,Arquero,53,,,1,0,0,0
5919,https://www.losmundialesdefutbol.com/jugadores/piotr_mowlik.php,Piotr Mowlik,,21 de abril de 1951,,Arquero,70,,,1,0,0,0
5920,https://www.losmundialesdefutbol.com/jugadores/mozer.php,Mozer,,19 de septiembre de 1960,,Defensor,12,,,1,2,0,0
5921,https://www.losmundialesdefutbol.com/jugadores/emile_mpenza.php,Emile Mpenza,,4 de julio de 1978,,Delantero,14,177,,1,3,0,0
5922,https://www.losmundialesdefutbol.com/jugadores/mbo_mpenza.php,Mbo Mpenza,,4 de diciembre de 1976,,Delantero,14,175,,2,4,0,0
5923,https://www.losmundialesdefutbol.com/jugadores/gustav_mraz.php,Gustav Mraz,,11 de septiembre de 1934,,Defensor,19,,,1,4,0,0
5924,https://www.losmundialesdefutbol.com/jugadores/dragan_mrdja.php,Dragan Mrdja,,23 de enero de 1984,,Delantero,78,187,,1,0,0,0
5925,https://www.losmundialesdefutbol.com/jugadores/srdjan_mrkusic.php,Srdjan Mrkusic,,26 de mayo de 1915,,Arquero,91,,,1,3,0,0
5926,https://www.losmundialesdefutbol.com/jugadores/marijan_mrmic.php,Marijan Mrmic,,6 de mayo de 1965,,Arquero,27,,,1,0,0,0
5927,https://www.losmundialesdefutbol.com/jugadores/youssef_msakni.php,Youssef Msakni,,28 de octubre de 1990,,Delantero,86,175,,1,2,0,0
5928,https://www.losmundialesdefutbol.com/jugadores/patrick_mtiliga.php,Patrick Mtiliga,,28 de enero de 1981,,Defensor,30,170,,1,0,0,0
5929,https://www.losmundialesdefutbol.com/jugadores/kazadi_muamba.php,Kazadi Muamba,,6 de marzo de 1947,,Arquero,92,,,1,3,0,0
5930,https://www.losmundialesdefutbol.com/jugadores/ghanim_mubarak.php,Ghanim Mubarak,,3 de septiembre de 1963,,Defensor,34,,,1,0,0,0
5931,https://www.losmundialesdefutbol.com/jugadores/mahboud_mubarak.php,Mahboud Mubarak,,17 de septiembre de 1955,,Defensor,60,,,1,3,0,0
5932,https://www.losmundialesdefutbol.com/jugadores/mubarak_mubarak.php,Mubarak Mubarak,,1 de enero de 1961,,Defensor,60,,,1,0,0,0
5933,https://www.losmundialesdefutbol.com/jugadores/jan_mucha.php,Jan Mucha,,5 de diciembre de 1982,,Arquero,36,189,,1,4,0,0
5934,https://www.losmundialesdefutbol.com/jugadores/patrick_mueller.php,Patrick Mueller,,17 de diciembre de 1976,,Defensor,82,182,,1,4,0,0
5935,https://www.losmundialesdefutbol.com/jugadores/reinhold_muenzenberg.php,Reinhold Muenzenberg,,25 de enero de 1909,,Defensor,1,,,2,1,0,0
5936,https://www.losmundialesdefutbol.com/jugadores/jose_muguerza.php,Jose Muguerza,,15 de septiembre de 1911,,Mediocampista,38,,,1,3,0,0
5937,https://www.losmundialesdefutbol.com/jugadores/muhsin_musabah.php,Muhsin Musabah,,1 de enero de 1964,,Arquero,34,,,1,3,0,0
5938,https://www.losmundialesdefutbol.com/jugadores/mensur_mujdza.php,Mensur Mujdza,,28 de marzo de 1984,,Mediocampista,11,184,,1,2,0,0
5939,https://www.losmundialesdefutbol.com/jugadores/muhamed_mujic.php,Muhamed Mujic,,25 de abril de 1932,,Mediocampista,91,,,1,1,0,0
5940,https://www.losmundialesdefutbol.com/jugadores/macdonald_mukansi.php,MacDonald Mukansi,,26 de mayo de 1975,,Mediocampista,80,176,,1,1,0,0
5941,https://www.losmundialesdefutbol.com/jugadores/mwanza_nel_mukombo.php,Mwanza Nel Mukombo,,17 de diciembre de 1945,,Defensor,92,,,1,3,0,0
5942,https://www.losmundialesdefutbol.com/jugadores/ndaye_mulamba.php,Ndaye Mulamba,,4 de noviembre de 1948,,Mediocampista,92,,,1,2,0,0
5943,https://www.losmundialesdefutbol.com/jugadores/lucien_muller.php,Lucien Muller,,3 de septiembre de 1934,,Mediocampista,40,,,1,0,0,0
5944,https://www.losmundialesdefutbol.com/jugadores/sandor_muller.php,Sandor Muller,,21 de septiembre de 1948,,Mediocampista,46,,,1,2,0,0
5945,https://www.losmundialesdefutbol.com/jugadores/dave_mulligan.php,Dave Mulligan,,24 de marzo de 1982,,Mediocampista,65,173,,1,0,0,0
5946,https://www.losmundialesdefutbol.com/jugadores/in_guk_mun.php,In Guk Mun,,29 de septiembre de 1978,,Mediocampista,23,167,,1,3,0,0
5947,https://www.losmundialesdefutbol.com/jugadores/juan_munante.php,Juan Munante,,12 de julio de 1948,,Delantero,69,,,1,6,0,0
5948,https://www.losmundialesdefutbol.com/jugadores/jacques_munaron.php,Jacques Munaron,,8 de septiembre de 1956,,Arquero,14,,,2,1,0,0
5949,https://www.losmundialesdefutbol.com/jugadores/khalid_muneer.php,Khalid Muneer,Khalid Muneer Ali Abu Bakr Mazeed,24 de febrero de 1998,,Delantero,18,174,,1,0,0,0
5950,https://www.losmundialesdefutbol.com/jugadores/antonio_munguia.php,Antonio Munguia,,27 de junio de 1942,,Mediocampista,62,,,1,4,0,0
5951,https://www.losmundialesdefutbol.com/jugadores/jose_munguia.php,Jose Munguia,,28 de octubre de 1959,,Arquero,33,,,1,0,0,0
5952,https://www.losmundialesdefutbol.com/jugadores/carlos_munoz.php,Carlos Munoz,,8 de septiembre de 1962,,Mediocampista,62,,,1,4,0,0
5953,https://www.losmundialesdefutbol.com/jugadores/elias_munoz.php,Elias Munoz,,3 de noviembre de 1941,,Delantero,62,,,1,0,0,0
5954,https://www.losmundialesdefutbol.com/jugadores/horacio_munoz.php,Horacio Munoz,,,,Delantero,20,,,1,0,0,0
5955,https://www.losmundialesdefutbol.com/jugadores/manuel_munoz.php,Manuel Munoz,,28 de abril de 1928,,Delantero,20,,,1,2,0,0
5956,https://www.losmundialesdefutbol.com/jugadores/rodrigo_munoz.php,Rodrigo Muñoz,,22 de enero de 1982,,Arquero,89,184,,1,0,0,0
5957,https://www.losmundialesdefutbol.com/jugadores/dorinel_munteanu.php,Dorinel Munteanu,,25 de junio de 1968,,Mediocampista,75,,,2,9,0,0
5958,https://www.losmundialesdefutbol.com/jugadores/vladimir_muntyan.php,Vladimir Muntyan,,14 de septiembre de 1946,,Mediocampista,87,,,1,4,0,0
5959,https://www.losmundialesdefutbol.com/jugadores/gustavo_munua.php,Gustavo Munua,,27 de enero de 1978,,Arquero,89,186,,1,0,0,0
5960,https://www.losmundialesdefutbol.com/jugadores/maciej_murawski.php,Maciej Murawski,,20 de febrero de 1974,,Mediocampista,70,185,,1,1,0,0
5961,https://www.losmundialesdefutbol.com/jugadores/luis_muriel.php,Luis Muriel,Luis Fernando Muriel Fruto,16 de abril de 1991,,Delantero,22,178,,1,2,0,0
5962,https://www.losmundialesdefutbol.com/jugadores/miguel_murillo.php,Miguel Murillo,,,,Arquero,10,,,1,0,0,0
5963,https://www.losmundialesdefutbol.com/jugadores/oscar_murillo.php,Óscar Murillo,Óscar Fabián Murillo Murillo,18 de abril de 1988,,Defensor,22,184,,1,1,0,0
5964,https://www.losmundialesdefutbol.com/jugadores/yunus_musah.php,Yunus Musah,,29 de noviembre de 2002,,Mediocampista,39,177,,1,4,0,0
5965,https://www.losmundialesdefutbol.com/jugadores/adam_musial.php,Adam Musial,,18 de diciembre de 1948,,Defensor,70,,,1,6,0,0
5966,https://www.losmundialesdefutbol.com/jugadores/jamal_musiala.php,Jamal Musiala,Jamal Musiala,26 de febrero de 2003,"Stuttgart, Alemania",Mediocampista,1,184,Bambi,1,3,0,0
5967,https://www.losmundialesdefutbol.com/jugadores/fernando_muslera.php,Fernando Muslera,Néstor Fernando Muslera Micol,16 de junio de 1986,,Arquero,89,190,,4,16,0,0
5968,https://www.losmundialesdefutbol.com/jugadores/luis_musrri.php,Luis Musrri,,24 de diciembre de 1968,,Mediocampista,20,,,1,1,0,0
5969,https://www.losmundialesdefutbol.com/jugadores/roberto_mussi.php,Roberto Mussi,,25 de agosto de 1963,,Defensor,56,,,1,3,0,0
5970,https://www.losmundialesdefutbol.com/jugadores/julio_mussimesi.php,Julio Mussimesi,,9 de julio de 1923,,Arquero,7,,,1,0,0,0
5971,https://www.losmundialesdefutbol.com/jugadores/braulio_musso.php,Braulio Musso,,24 de mayo de 1937,,Delantero,20,,,1,0,0,0
5972,https://www.losmundialesdefutbol.com/jugadores/shkodran_mustafi.php,Shkodran Mustafi,,17 de abril de 1992,,Defensor,1,184,,1,3,0,0
5973,https://www.losmundialesdefutbol.com/jugadores/yoshinori_muto.php,Yoshinori Muto,Yoshinori Mutō,15 de julio de 1992,,Delantero,58,178,,1,1,0,0
5974,https://www.losmundialesdefutbol.com/jugadores/ramon_muttis.php,Ramon Muttis,,12 de marzo de 1899,,Defensor,7,,,1,1,0,0
5975,https://www.losmundialesdefutbol.com/jugadores/drazen_muzinic.php,Drazen Muzinic,,25 de enero de 1953,,Defensor,91,,,1,2,0,0
5976,https://www.losmundialesdefutbol.com/jugadores/zsolt_muzsnai.php,Zsolt Muzsnai,,20 de junio de 1965,,Mediocampista,75,,,1,0,0,0
5977,https://www.losmundialesdefutbol.com/jugadores/yvon_mvogo.php,Yvon Mvogo,Yvon Landry Mvogo Nganoma,6 de junio de 1994,,Arquero,82,188,,1,0,0,0
5978,https://www.losmundialesdefutbol.com/jugadores/roy_myers.php,Roy Myers,,13 de abril de 1969,,Delantero,25,,,1,1,0,0
5979,https://www.losmundialesdefutbol.com/jugadores/thomas_myhre.php,Thomas Myhre,,16 de octubre de 1973,,Arquero,64,,,1,0,0,0
5980,https://www.losmundialesdefutbol.com/jugadores/erik_mykland.php,Erik Mykland,,21 de julio de 1971,,Mediocampista,64,,,2,6,0,0
5981,https://www.losmundialesdefutbol.com/jugadores/tomokazu_myojin.php,Tomokazu Myojin,,24 de enero de 1978,,Mediocampista,58,173,,1,3,0,0
5982,https://www.losmundialesdefutbol.com/jugadores/david_myrie.php,David Myrie,,1 de junio de 1988,,Defensor,25,185,,1,1,0,0
5983,https://www.losmundialesdefutbol.com/jugadores/alfred_ndiaye.php,Alfred N'Diaye,Alfred John Momar N'Diaye,6 de marzo de 1990,,Mediocampista,77,187,,1,2,0,0
5984,https://www.losmundialesdefutbol.com/jugadores/badou_ndiaye.php,Badou N'Diaye,Papa Alioune Ndiay,27 de octubre de 1990,,Mediocampista,77,179,,1,1,0,0
5985,https://www.losmundialesdefutbol.com/jugadores/khadim_ndiaye.php,Khadim N'Diaye,Serigne Khadim N'Diaye,30 de noviembre de 1984,,Arquero,77,185,,1,3,0,0
5986,https://www.losmundialesdefutbol.com/jugadores/moussa_ndiaye_2.php,Moussa N'Diaye,Moussa N'Diaye,18 de junio de 2002,,Defensor,77,178,,1,0,0,0
5987,https://www.losmundialesdefutbol.com/jugadores/cheikh_ndoye.php,Cheikh N'Doye,Cheikh N'Doye,29 de marzo de 1986,,Mediocampista,77,192,,1,2,0,0
5988,https://www.losmundialesdefutbol.com/jugadores/landry_nguemo.php,Landry N'Guémo,,28 de noviembre de 1985,,Mediocampista,16,172,,2,2,0,0
5989,https://www.losmundialesdefutbol.com/jugadores/sang_ho_na.php,Sang-ho Na,Na Sang-ho,12 de agosto de 1996,,Mediocampista,24,173,,1,2,0,0
5990,https://www.losmundialesdefutbol.com/jugadores/andrew_nabbout.php,Andrew Nabbout,Andrew Nabbout,17 de noviembre de 1992,,Delantero,8,178,,1,2,0,0
5991,https://www.losmundialesdefutbol.com/jugadores/erdem_naci.php,Erdem Naci,,28 de enero de 1931,,Defensor,85,,,1,1,0,0
5992,https://www.losmundialesdefutbol.com/jugadores/miguel_angel_nadal.php,Miguel Angel Nadal,,28 de julio de 1966,,Defensor,38,187,,3,9,0,0
5993,https://www.losmundialesdefutbol.com/jugadores/albert_nadj.php,Albert Nadj,,29 de octubre de 1974,,Mediocampista,79,174,,1,3,0,0
5994,https://www.losmundialesdefutbol.com/jugadores/mehdi_nafti.php,Mehdi Nafti,,28 de noviembre de 1978,,Mediocampista,86,178,,1,3,0,0
5995,https://www.losmundialesdefutbol.com/jugadores/yuto_nagatomo.php,Yuto Nagatomo,Yuto Nagatomo,12 de septiembre de 1986,,Defensor,58,170,,4,15,0,0
5996,https://www.losmundialesdefutbol.com/jugadores/hamdi_nagguez.php,Hamdi Nagguez,Hamdi Nagguez,28 de octubre de 1992,,Defensor,86,195,,1,2,0,0
5997,https://www.losmundialesdefutbol.com/jugadores/antal_nagy.php,Antal Nagy,,16 de junio de 1944,,Delantero,46,,,1,0,0,0
5998,https://www.losmundialesdefutbol.com/jugadores/antal_nagy_2.php,Antal Nagy,,17 de octubre de 1956,,Defensor,46,,,1,3,0,0
5999,https://www.losmundialesdefutbol.com/jugadores/istvan_nagy.php,Istvan Nagy,,14 de abril de 1939,,Mediocampista,46,,,2,2,0,0
6000,https://www.losmundialesdefutbol.com/jugadores/joszef_nagy.php,Joszef Nagy,,,,Delantero,75,,,1,0,0,0
6001,https://www.losmundialesdefutbol.com/jugadores/jozsef_nagy.php,Jozsef Nagy,,21 de octubre de 1960,,Mediocampista,46,,,1,0,0,0
6002,https://www.losmundialesdefutbol.com/jugadores/laszlo_nagy.php,Laszlo Nagy,,21 de octubre de 1949,,Mediocampista,46,,,1,3,0,0
6003,https://www.losmundialesdefutbol.com/jugadores/hassan_naibagha.php,Hassan Naibagha,,17 de septiembre de 1950,,Mediocampista,53,,,1,2,0,0
6004,https://www.losmundialesdefutbol.com/jugadores/georgi_naidenov.php,Georgi Naidenov,,21 de diciembre de 1931,,Arquero,13,,,2,5,0,0
6005,https://www.losmundialesdefutbol.com/jugadores/mokhtar_naili.php,Mokhtar Naili,,3 de septiembre de 1953,,Arquero,86,,,1,3,0,0
6006,https://www.losmundialesdefutbol.com/jugadores/andy_najar.php,Andy Najar,,16 de marzo de 1993,,Mediocampista,45,170,,1,2,0,0
6007,https://www.losmundialesdefutbol.com/jugadores/dragutin_najdanovic.php,Dragutin Najdanovic,,15 de abril de 1908,,Delantero,91,,,1,1,0,0
6008,https://www.losmundialesdefutbol.com/jugadores/manuel_najera.php,Manuel Najera,,20 de diciembre de 1952,,Defensor,62,,,1,0,0,0
6009,https://www.losmundialesdefutbol.com/jugadores/pedro_najera.php,Pedro Najera,,3 de febrero de 1929,,Mediocampista,62,,,2,3,0,0
6010,https://www.losmundialesdefutbol.com/jugadores/kengo_nakamura.php,Kengo Nakamura,,31 de octubre de 1980,,Mediocampista,58,175,,1,1,0,0
6011,https://www.losmundialesdefutbol.com/jugadores/kosuke_nakamura.php,Kosuke Nakamura,Kosuke Nakamura,27 de febrero de 1995,,Arquero,58,185,,1,0,0,0
6012,https://www.losmundialesdefutbol.com/jugadores/eisuke_nakanishi.php,Eisuke Nakanishi,,23 de junio de 1973,,Defensor,58,,,1,2,0,0
6013,https://www.losmundialesdefutbol.com/jugadores/koji_nakata.php,Koji Nakata,,9 de julio de 1979,,Defensor,58,182,,2,5,0,0
6014,https://www.losmundialesdefutbol.com/jugadores/yuji_nakazawa.php,Yuji Nakazawa,,25 de febrero de 1978,,Defensor,58,187,,2,7,0,0
6015,https://www.losmundialesdefutbol.com/jugadores/nima_nakisa.php,Nima Nakisa,,1 de mayo de 1975,,Arquero,53,,,1,1,0,0
6016,https://www.losmundialesdefutbol.com/jugadores/song_chol_nam.php,Song Chol Nam,,7 de mayo de 1982,,Defensor,23,178,,1,1,0,0
6017,https://www.losmundialesdefutbol.com/jugadores/moustapha_name.php,Moustapha Name,,5 de mayo de 1995,,Mediocampista,77,183,,1,0,0,0
6018,https://www.losmundialesdefutbol.com/jugadores/hamed_namouchi.php,Hamed Namouchi,,14 de febrero de 1984,,Mediocampista,86,183,,1,3,0,0
6019,https://www.losmundialesdefutbol.com/jugadores/hiroshi_nanami.php,Hiroshi Nanami,,28 de noviembre de 1972,,Mediocampista,58,177,,1,3,0,0
6020,https://www.losmundialesdefutbol.com/jugadores/nahitan_nandez.php,Nahitan Nández,Nahitan Michel Nández Acosta,28 de diciembre de 1995,,Mediocampista,89,171,,1,5,0,0
6021,https://www.losmundialesdefutbol.com/jugadores/nando.php,Nando,,1 de febrero de 1921,,Mediocampista,38,,,1,0,0,0
6022,https://www.losmundialesdefutbol.com/jugadores/anatoli_nankov.php,Anatoli Nankov,,15 de julio de 1969,,Mediocampista,13,,,1,2,0,0
6023,https://www.losmundialesdefutbol.com/jugadores/akira_narahashi.php,Akira Narahashi,,26 de noviembre de 1971,,Defensor,58,170,,1,3,0,0
6024,https://www.losmundialesdefutbol.com/jugadores/jose_naranjo.php,Jose Naranjo,,19 de marzo de 1926,,Delantero,62,,,2,3,0,0
6025,https://www.losmundialesdefutbol.com/jugadores/seigo_narazaki.php,Seigo Narazaki,,15 de abril de 1976,,Arquero,58,186,,4,4,0,0
6026,https://www.losmundialesdefutbol.com/jugadores/nariz.php,Nariz,,8 de febrero de 1912,,Defensor,12,,,1,1,0,0
6027,https://www.losmundialesdefutbol.com/jugadores/nasir_khamees.php,Nasir Khamees,,2 de agosto de 1965,,Mediocampista,34,,,1,3,0,0
6028,https://www.losmundialesdefutbol.com/jugadores/franco_navarro.php,Franco Navarro,,10 de noviembre de 1961,,Delantero,69,,,1,0,0,0
6029,https://www.losmundialesdefutbol.com/jugadores/jose_navarro.php,Jose Navarro,,,,Delantero,62,,,1,1,0,0
6030,https://www.losmundialesdefutbol.com/jugadores/jose_navarro_2.php,Jose Navarro,,24 de septiembre de 1948,,Defensor,69,,,1,2,0,0
6031,https://www.losmundialesdefutbol.com/jugadores/ramiro_navarro.php,Ramiro Navarro,,25 de mayo de 1943,,Delantero,62,,,1,0,0,0
6032,https://www.losmundialesdefutbol.com/jugadores/ruben_navarro.php,Ruben Navarro,,30 de marzo de 1933,,Defensor,7,,,1,2,0,0
6033,https://www.losmundialesdefutbol.com/jugadores/sergio_navarro.php,Sergio Navarro,,20 de noviembre de 1936,,Defensor,20,,,1,4,0,0
6034,https://www.losmundialesdefutbol.com/jugadores/jesus_navas.php,Jesus Navas,,21 de noviembre de 1985,,Delantero,38,172,,1,3,0,0
6035,https://www.losmundialesdefutbol.com/jugadores/keylor_navas.php,Keylor Navas,Keylor Antonio Navas Gamboa,15 de diciembre de 1986,,Arquero,25,185,,3,11,0,0
6036,https://www.losmundialesdefutbol.com/jugadores/moharram_navidkia.php,Moharram Navidkia,,1 de noviembre de 1982,,Mediocampista,53,181,,1,0,0,0
6037,https://www.losmundialesdefutbol.com/jugadores/adam_nawalka.php,Adam Nawalka,,23 de octubre de 1957,,Mediocampista,70,,,1,5,0,0
6038,https://www.losmundialesdefutbol.com/jugadores/achmad_nawir.php,Achmad Nawir,,1 de enero de 1911,,Mediocampista,47,,,1,1,0,0
6039,https://www.losmundialesdefutbol.com/jugadores/noureddine_naybet.php,Noureddine Naybet,,10 de febrero de 1970,,Defensor,61,,,2,5,0,0
6040,https://www.losmundialesdefutbol.com/jugadores/wilner_nazaire.php,Wilner Nazaire,,30 de marzo de 1950,,Defensor,44,,,1,3,0,0
6041,https://www.losmundialesdefutbol.com/jugadores/jose_nazar.php,Jose Nazar,,7 de septiembre de 1953,,Arquero,45,,,1,0,0,0
6042,https://www.losmundialesdefutbol.com/jugadores/sergiy_nazarenko.php,Sergiy Nazarenko,,16 de febrero de 1980,,Mediocampista,88,176,,1,0,0,0
6043,https://www.losmundialesdefutbol.com/jugadores/hassan_nazari.php,Hassan Nazari,,19 de agosto de 1955,,Defensor,53,,,1,3,0,0
6044,https://www.losmundialesdefutbol.com/jugadores/iliman_ndiaye.php,Iliman Ndiaye,,6 de marzo de 2000,,Delantero,77,180,,1,3,0,0
6045,https://www.losmundialesdefutbol.com/jugadores/makthar_ndiaye.php,Makthar Ndiaye,,31 de diciembre de 1981,,Mediocampista,77,175,,1,0,0,0
6046,https://www.losmundialesdefutbol.com/jugadores/moussa_ndiaye.php,Moussa Ndiaye,Moussa Ndiaye,20 de febrero de 1979,,Mediocampista,77,180,,1,3,0,0
6047,https://www.losmundialesdefutbol.com/jugadores/sylvain_ndiaye.php,Sylvain Ndiaye,,25 de junio de 1976,,Mediocampista,77,178,,1,0,0,0
6048,https://www.losmundialesdefutbol.com/jugadores/wilfred_ndidi.php,Wilfred Ndidi,Onyinye Wilfred Ndidi,16 de diciembre de 1996,,Mediocampista,63,187,,1,3,0,0
6049,https://www.losmundialesdefutbol.com/jugadores/pius_ndiefi.php,Pius Ndiefi,,5 de julio de 1975,,Delantero,16,174,,1,1,0,0
6050,https://www.losmundialesdefutbol.com/jugadores/tubilandu_ndimbi.php,Tubilandu Ndimbi,,15 de marzo de 1948,,Arquero,92,,,1,1,0,0
6051,https://www.losmundialesdefutbol.com/jugadores/victor_ndip.php,Victor Ndip,,18 de agosto de 1967,,Defensor,16,,,2,5,0,0
6052,https://www.losmundialesdefutbol.com/jugadores/rene_ndjeya.php,Rene Ndjeya,,9 de octubre de 1953,,Defensor,16,,,1,3,0,0
6053,https://www.losmundialesdefutbol.com/jugadores/sammy_ndjock.php,Sammy Ndjock,,25 de febrero de 1990,,Arquero,16,190,,1,0,0,0
6054,https://www.losmundialesdefutbol.com/jugadores/joseph_ndo.php,Joseph Ndo,,28 de abril de 1976,,"Delantero, Mediocampista",16,179,,2,3,0,0
6055,https://www.losmundialesdefutbol.com/jugadores/francois_ndoumbe_lea.php,Francois Ndoumbe Lea,,30 de enero de 1954,,Defensor,16,,,1,0,0,0
6056,https://www.losmundialesdefutbol.com/jugadores/alassane_ndour.php,Alassane Ndour,,12 de diciembre de 1981,,Defensor,77,185,,1,1,0,0
6057,https://www.losmundialesdefutbol.com/jugadores/guy_ndy.php,Guy Ndy,,28 de febrero de 1986,,Arquero,16,185,,1,0,0,0
6058,https://www.losmundialesdefutbol.com/jugadores/philip_neal.php,Philip Neal,,20 de febrero de 1951,,Defensor,49,,,1,2,0,0
6059,https://www.losmundialesdefutbol.com/jugadores/gunar_nedim.php,Gunar Nedim,,,,Defensor,85,,,1,0,0,0
6060,https://www.losmundialesdefutbol.com/jugadores/pavel_nedved.php,Pavel Nedved,,30 de agosto de 1972,,Mediocampista,74,175,,1,3,0,0
6061,https://www.losmundialesdefutbol.com/jugadores/adolfo_nef.php,Adolfo Nef,,18 de enero de 1946,,Arquero,20,,,1,0,0,0
6062,https://www.losmundialesdefutbol.com/jugadores/adel_nefzi.php,Adel Nefzi,,16 de marzo de 1974,,Arquero,86,183,,1,0,0,0
6063,https://www.losmundialesdefutbol.com/jugadores/mahmoud_negro.php,Mahmoud Negro,,,,Delantero,32,,,1,0,0,0
6064,https://www.losmundialesdefutbol.com/jugadores/jose_nehin.php,Jose Nehin,,1 de enero de 1911,,Mediocampista,7,,,1,1,0,0
6065,https://www.losmundialesdefutbol.com/jugadores/zdenek_nehoda.php,Zdenek Nehoda,,9 de mayo de 1952,,Delantero,19,,,1,3,0,0
6066,https://www.losmundialesdefutbol.com/jugadores/lucas_neill.php,Lucas Neill,,9 de marzo de 1978,,Defensor,8,185,,2,7,0,0
6067,https://www.losmundialesdefutbol.com/jugadores/manuel_neira.php,Manuel Neira,,12 de octubre de 1977,,Delantero,20,,,1,0,0,0
6068,https://www.losmundialesdefutbol.com/jugadores/javad_nekounam.php,Javad Nekounam,,7 de septiembre de 1980,,Mediocampista,53,180,,2,5,0,0
6069,https://www.losmundialesdefutbol.com/jugadores/sebastiano_nela.php,Sebastiano Nela,,13 de marzo de 1961,,Defensor,56,,,1,0,0,0
6070,https://www.losmundialesdefutbol.com/jugadores/joseph_nelis.php,Joseph Nelis,,1 de abril de 1917,,Delantero,14,,,1,0,0,0
6071,https://www.losmundialesdefutbol.com/jugadores/ryan_nelsen.php,Ryan Nelsen,,18 de octubre de 1977,,Defensor,65,185,,1,3,0,0
6072,https://www.losmundialesdefutbol.com/jugadores/nelson.php,Nelson,,20 de octubre de 1975,,Arquero,71,187,,1,0,0,0
6073,https://www.losmundialesdefutbol.com/jugadores/sammy_nelson.php,Sammy Nelson,,1 de abril de 1949,,Defensor,52,,,1,2,0,0
6074,https://www.losmundialesdefutbol.com/jugadores/victor_nelsson.php,Victor Nelsson,Victor Enok Nelsson,14 de octubre de 1998,,Defensor,30,185,,1,1,0,0
6075,https://www.losmundialesdefutbol.com/jugadores/onarici_nemci.php,Onarici Nemci,,2 de noviembre de 1925,,Delantero,85,,,1,1,0,0
6076,https://www.losmundialesdefutbol.com/jugadores/dejan_nemec.php,Dejan Nemec,,1 de marzo de 1977,,Arquero,37,184,,1,0,0,0
6077,https://www.losmundialesdefutbol.com/jugadores/jiri_nemec.php,Jiri Nemec,,15 de mayo de 1966,,Mediocampista,19,,,1,0,0,0
6078,https://www.losmundialesdefutbol.com/jugadores/vaclav_nemecek.php,Vaclav Nemecek,,25 de enero de 1967,,Mediocampista,19,,,1,3,0,0
