id_jugador,id_mundial,id_seleccion,camiseta,posicion,jugados,titular,capitan,no_jugo,goles,promedio_gol,tarjetas_amarillas,tarjetas_rojas,pg,pe,pp,posicion_final
3329,1,10,,Defensor,2,2,0,0,0,0.00,0,0,0,0,2,12
3330,19,36,16,Defensor,4,4,0,0,0,0.00,1,0,1,1,2,16
3331,14,35,13,Delantero,1,1,0,2,0,0.00,0,0,1,0,0,18
3331,16,35,9,Delantero,3,3,0,0,0,0.00,1,0,0,1,2,27
3332,7,91,2,Defensor,6,6,0,0,0,0.00,0,0,3,0,3,4
3333,20,1,15,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,1
3334,21,81,21,Mediocampista,1,0,0,4,0,0.00,0,0,0,0,1,7
3335,5,91,20,Delantero,1,1,0,2,0,0.00,0,0,0,1,0,8
3336,13,13,21,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,15
3337,17,49,23,Mediocampista,3,0,0,2,0,0.00,0,0,1,1,1,6
3338,3,70,,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,11
3339,20,76,10,Mediocampista,3,0,0,0,0,0.00,0,0,0,2,1,24
3339,21,76,9,Mediocampista,2,1,0,3,0,0.00,0,0,1,1,0,8
3340,13,70,21,Mediocampista,4,4,0,0,0,0.00,2,0,1,1,2,14
3341,19,37,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,18
3342,12,70,2,Defensor,5,4,0,2,0,0.00,0,0,3,1,1,3
3343,9,87,4,Defensor,3,3,0,1,0,0.00,0,0,2,0,1,5
3344,7,49,20,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,8
3344,8,49,22,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,1
3345,12,16,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,17
3346,22,16,24,Defensor,1,1,0,2,0,0.00,0,0,1,0,0,19
3347,18,26,21,Defensor,3,3,0,0,0,0.00,1,0,1,0,2,19
3347,19,26,21,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,17
3348,21,53,9,Mediocampista,3,3,0,0,0,0.00,1,0,1,1,1,18
3349,21,63,21,Defensor,1,0,0,2,0,0.00,0,0,1,0,0,21
3350,14,16,5,Defensor,5,5,0,0,0,0.00,0,0,3,0,2,7
3351,6,68,6,Defensor,2,2,0,1,0,0.00,0,0,1,1,0,12
3352,7,38,7,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,12
3353,7,22,8,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,14
3354,21,63,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
3355,19,63,21,Defensor,2,0,0,1,0,0.00,0,0,0,1,1,27
3356,5,2,6,Delantero,6,6,0,0,0,0.00,0,0,5,0,1,1
3356,6,2,4,Mediocampista,4,4,0,2,0,0.00,0,0,2,1,1,4
3357,4,49,,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,8
3358,20,71,11,Delantero,3,1,0,0,0,0.00,0,0,1,1,1,18
3359,13,2,6,Defensor,7,7,0,0,0,0.00,1,0,3,2,2,2
3360,21,12,23,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,6
3360,22,12,23,Arquero,1,1,0,4,0,0.00,0,0,0,0,1,7
3361,12,12,13,Defensor,1,0,0,4,0,0.00,0,0,1,0,0,5
3362,17,12,20,Delantero,4,2,0,3,0,0.00,0,0,4,0,0,1
3363,13,12,11,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,5
3364,17,81,14,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,13
3364,18,81,5,Defensor,4,4,0,0,0,0.00,0,0,1,2,1,14
3365,16,12,21,Delantero,2,0,0,5,0,0.00,0,0,1,0,1,2
3366,18,4,13,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,23
3367,13,12,2,Defensor,2,2,0,3,0,0.00,0,0,2,0,0,5
3368,8,12,22,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,11
3368,9,12,19,Delantero,1,0,0,5,0,0.00,0,0,1,0,0,1
3368,10,12,20,Delantero,1,1,0,6,0,0.00,0,0,1,0,0,4
3369,19,39,19,Mediocampista,3,1,0,1,0,0.00,0,0,1,1,1,12
3370,19,71,1,Arquero,4,4,0,0,0,0.00,0,0,1,2,1,11
3370,20,71,1,Arquero,1,0,0,2,0,0.00,0,0,1,0,0,18
3371,20,27,22,Delantero,1,0,0,2,0,0.00,1,0,1,0,0,19
3372,18,84,11,Mediocampista,3,3,0,0,0,0.00,0,0,0,1,2,27
3373,6,7,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,13
3374,6,41,14,Defensor,0,0,0,5,0,0.00,0,0,0,0,0,5
3375,15,1,20,Mediocampista,3,3,0,2,0,0.00,2,0,2,1,0,5
3376,19,82,22,Defensor,1,0,0,2,0,0.00,0,0,1,0,0,19
3377,4,82,,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,6
3377,5,82,10,Defensor,3,3,0,1,0,0.00,0,0,1,0,2,5
3378,15,82,13,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,15
3379,15,63,2,Defensor,3,3,0,1,0,0.00,1,0,1,0,2,9
3379,16,63,17,Defensor,1,1,0,3,0,0.00,1,0,0,0,1,12
3380,19,89,8,Mediocampista,1,0,0,6,0,0.00,0,0,0,1,0,4
3381,20,63,6,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,16
3382,5,82,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,5
3383,14,39,13,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,23
3384,8,82,12,Arquero,1,1,0,2,0,0.00,0,0,0,0,1,16
3385,14,32,15,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
3386,1,75,,Mediocampista,2,2,0,0,0,0.00,0,0,1,0,1,8
3387,14,34,19,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,24
3388,4,38,,Arquero,2,2,1,4,0,0.00,0,0,1,0,1,4
3389,9,81,21,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,9
3389,10,81,16,Mediocampista,2,1,0,4,0,0.00,0,0,0,1,1,5
3390,17,63,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,27
3390,19,63,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,27
3390,20,63,16,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,16
3391,17,63,19,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,27
3392,21,81,8,Mediocampista,5,5,0,0,0,0.00,1,0,3,0,2,7
3393,15,16,4,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,22
3394,10,92,19,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,16
3395,15,63,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,9
3396,21,32,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,31
3397,15,61,22,Arquero,2,1,0,1,0,0.00,0,0,0,0,2,23
3398,21,61,8,Mediocampista,3,3,0,0,0,0.00,2,0,0,1,2,27
3399,15,61,15,Mediocampista,3,3,0,0,0,0.00,1,0,0,0,3,23
3400,14,32,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,20
3401,13,61,4,Defensor,3,3,0,1,0,0.00,0,0,1,2,0,11
3402,16,61,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,18
3403,16,61,22,Arquero,1,1,0,2,0,0.00,0,0,1,0,0,18
3404,9,61,10,Mediocampista,3,3,0,0,0,0.00,0,0,0,1,2,14
3405,13,61,7,Mediocampista,3,3,0,1,0,0.00,0,0,1,1,1,11
3405,15,61,10,Mediocampista,1,1,1,2,0,0.00,0,0,0,0,1,23
3406,13,61,15,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,11
3407,13,6,21,Arquero,2,1,0,1,0,0.00,0,0,0,1,1,22
3408,15,61,3,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,23
3408,16,61,3,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,18
3409,21,61,9,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,27
3410,21,61,12,Arquero,3,3,0,0,0,0.00,1,0,0,1,2,27
3410,22,61,12,Arquero,1,1,0,6,0,0.00,0,0,1,0,0,4
3411,14,32,20,Delantero,3,3,0,0,0,0.00,0,0,0,2,1,20
3412,15,61,4,Defensor,2,2,1,1,0,0.00,1,0,0,0,2,23
3412,16,61,20,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,18
3413,22,61,23,Mediocampista,1,1,0,6,0,0.00,0,0,0,0,1,4
3414,16,61,11,Delantero,2,0,0,1,0,0.00,0,0,0,1,1,18
3415,9,61,18,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,14
3416,16,86,1,Arquero,3,3,0,0,0,0.00,0,0,0,1,2,26
3417,16,86,11,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,26
3417,17,86,11,Delantero,2,1,1,1,0,0.00,0,0,0,1,1,29
3418,21,32,1,Arquero,1,1,1,2,0,0.00,0,0,0,0,1,31
3419,2,32,,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,13
3420,21,32,23,Arquero,2,2,0,1,0,0.00,0,0,0,0,2,31
3421,21,32,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,31
3422,22,61,18,Defensor,6,3,0,1,0,0.00,0,0,3,1,2,4
3423,8,38,3,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,10
3424,16,16,2,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,25
3425,17,89,23,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,26
3426,1,20,,Mediocampista,1,1,0,2,0,0.00,0,0,1,0,0,5
3427,19,66,17,Delantero,6,0,0,1,0,0.00,0,0,5,0,1,2
3428,16,35,18,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,27
3429,19,65,7,Mediocampista,3,3,0,0,0,0.00,0,0,0,3,0,22
3430,11,86,17,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,9
3431,18,81,17,Delantero,2,0,0,2,0,0.00,0,0,1,1,0,14
3432,21,32,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,31
3433,21,32,17,Mediocampista,3,3,0,0,0,0.00,0,0,0,0,3,31
3434,12,65,14,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,23
3435,7,82,1,Arquero,3,3,0,0,0,0.00,0,0,0,0,3,16
3435,8,82,1,Arquero,2,2,0,1,0,0.00,0,0,0,0,2,16
3436,6,41,20,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,5
3437,21,82,4,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,14
3437,22,82,4,Defensor,2,2,0,2,0,0.00,1,0,1,0,1,12
3438,4,12,,Defensor,1,1,0,5,0,0.00,0,0,1,0,0,2
3438,5,12,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,6
3439,13,12,19,Mediocampista,5,5,0,0,0,0.00,0,0,4,1,0,5
3440,19,16,10,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,31
3441,15,63,19,Defensor,3,3,0,1,0,0.00,2,0,1,0,2,9
3442,20,63,9,Delantero,4,4,0,0,0,0.00,0,0,1,1,2,16
3443,16,12,11,Mediocampista,2,0,0,5,0,0.00,0,0,1,1,0,2
3443,18,12,5,Mediocampista,3,3,0,2,0,0.00,1,0,3,0,0,5
3444,18,8,7,Mediocampista,3,3,0,1,0,0.00,1,1,1,1,1,16
3444,19,8,7,Mediocampista,3,3,0,0,0,0.00,1,0,1,1,1,21
3445,14,14,6,Mediocampista,3,2,0,1,0,0.00,0,0,2,0,1,11
3445,15,14,15,Defensor,3,2,0,1,0,0.00,0,0,2,0,1,11
3446,12,16,19,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,17
3447,18,53,16,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,26
3448,16,68,16,Mediocampista,4,4,0,0,0,0.00,1,0,1,2,1,14
3449,21,58,6,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,15
3449,22,58,6,Mediocampista,4,3,0,0,0,0.00,1,0,2,1,1,9
3450,19,30,20,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,24
3451,6,9,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,15
3452,12,2,17,Mediocampista,0,0,0,7,0,0.00,0,0,0,0,0,2
3453,17,14,17,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,14
3454,14,81,9,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,21
3455,19,16,18,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,31
3455,20,16,18,Mediocampista,3,3,0,0,0,0.00,1,0,0,0,3,32
3456,12,16,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
3457,13,7,12,Mediocampista,5,3,0,2,0,0.00,1,0,4,1,0,1
3458,17,63,22,Arquero,1,1,0,2,0,0.00,0,0,0,1,0,27
3458,19,63,1,Arquero,3,3,0,0,0,0.00,1,0,0,1,2,27
3458,20,63,1,Arquero,4,4,1,0,0,0.00,0,0,1,1,2,16
3459,17,16,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
3460,22,16,16,Arquero,2,2,0,1,0,0.00,0,0,1,1,0,19
3461,22,78,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,29
3462,18,83,20,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,30
3463,20,31,3,Defensor,3,3,0,0,0,0.00,1,0,1,1,1,17
3464,17,85,19,Mediocampista,0,0,0,7,0,0.00,0,0,0,0,0,3
3465,17,85,6,Delantero,4,0,0,3,0,0.00,0,0,1,1,2,3
3466,18,79,2,Mediocampista,2,1,0,1,0,0.00,0,0,0,0,2,32
3467,5,2,5,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,1
3467,6,2,2,Defensor,6,6,0,0,0,0.00,0,0,2,2,2,4
3467,7,2,2,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,7
3468,3,64,,Mediocampista,1,1,1,0,0,0.00,0,0,0,0,1,12
3469,3,81,,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,4
3470,14,81,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
3471,14,81,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
3471,15,81,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,3
3472,9,81,8,Mediocampista,2,2,0,1,0,0.00,0,0,1,0,1,9
3473,11,81,5,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,13
3474,22,27,5,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,3
3475,15,81,20,Delantero,1,0,0,6,0,0.00,0,0,1,0,0,3
3476,8,71,7,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,3
3477,7,89,23,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,13
3478,5,82,11,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,5
3478,7,82,17,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,16
3479,14,22,2,Defensor,4,4,0,0,0,0.00,0,0,1,1,2,14
3479,15,22,2,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,19
3480,12,20,19,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,22
3481,7,22,18,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,14
3482,21,67,4,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,32
3483,19,45,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,30
3483,20,45,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,31
3484,7,20,1,Arquero,5,5,0,1,0,0.00,0,0,3,0,2,3
3485,11,53,15,Defensor,2,2,0,1,0,0.00,2,0,0,1,1,14
3486,13,62,7,Mediocampista,5,3,0,0,0,0.00,0,0,3,2,0,6
3487,1,20,,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,5
3488,15,62,15,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,13
3489,17,31,17,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,24
3489,18,31,17,Defensor,4,4,0,0,0,0.00,0,0,2,0,2,12
3490,19,45,13,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,30
3490,20,45,15,Mediocampista,3,3,0,0,0,0.00,0,0,0,0,3,31
3491,18,86,2,Delantero,1,0,0,2,0,0.00,0,0,0,1,0,24
3492,18,42,8,Mediocampista,3,3,0,1,0,0.00,2,0,2,0,1,13
3492,20,42,5,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,25
3493,16,20,20,Mediocampista,4,2,0,0,0,0.00,1,0,0,3,1,16
3494,16,22,17,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,21
3495,14,22,7,Delantero,4,2,0,0,0,0.00,0,0,1,1,2,14
3496,19,20,13,Mediocampista,1,1,0,3,0,0.00,0,1,0,0,1,10
3497,22,31,11,Delantero,3,3,0,0,0,0.00,0,0,1,1,1,18
3498,22,31,7,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,18
3499,15,10,10,Mediocampista,1,0,0,2,0,0.00,0,1,0,0,1,21
3500,1,68,,Mediocampista,1,1,0,1,0,0.00,0,0,0,0,1,9
3501,21,63,8,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,21
3502,10,92,21,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,16
3503,12,40,22,Arquero,6,6,0,1,0,0.00,0,0,3,2,1,4
3504,19,63,20,Mediocampista,3,3,0,0,0,0.00,0,0,0,1,2,27
3505,16,38,17,Delantero,3,2,0,0,0,0.00,0,0,1,1,1,17
3506,7,38,15,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,12
3507,22,17,7,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,31
3508,15,56,17,Mediocampista,2,1,0,5,0,0.00,0,0,0,1,1,2
3509,12,35,17,Defensor,1,1,0,2,0,0.00,0,0,1,0,0,15
3510,5,35,4,Mediocampista,0,0,0,2,0,0.00,0,0,0,0,0,15
3510,6,35,9,Defensor,3,3,1,0,0,0.00,0,0,0,1,2,14
3511,16,80,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,24
3512,1,7,,Mediocampista,4,4,0,1,0,0.00,0,0,3,0,1,2
3513,9,12,16,Defensor,5,5,0,1,0,0.00,0,0,5,0,0,1
3514,19,40,13,Defensor,2,2,0,1,0,0.00,1,0,0,1,1,29
3514,20,40,3,Defensor,4,4,0,1,0,0.00,1,0,3,0,1,7
3515,21,54,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,28
3516,12,16,20,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,17
3517,7,20,2,Defensor,6,6,0,0,0,0.00,0,0,4,0,2,3
3517,8,20,6,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,13
3518,21,53,6,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,18
3518,22,53,6,Mediocampista,3,2,0,0,0,0.00,0,0,1,0,2,26
3519,21,63,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
3520,15,63,13,Defensor,1,0,0,3,0,0.00,0,0,1,0,0,9
3521,22,61,16,Delantero,3,0,0,4,0,0.00,0,0,0,2,1,4
3522,14,7,11,Defensor,1,1,0,6,0,0.00,0,0,0,0,1,2
3523,20,62,8,Mediocampista,3,0,0,1,0,0.00,0,0,2,1,0,10
3523,21,62,8,Delantero,1,0,0,3,0,0.00,0,0,0,0,1,12
3524,18,70,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
3524,21,70,22,Arquero,1,1,0,2,0,0.00,0,0,1,0,0,25
3525,22,12,15,Mediocampista,1,1,0,4,0,0.00,0,0,0,0,1,7
3526,18,38,18,Mediocampista,4,2,0,0,0,0.00,1,0,3,0,1,9
3526,19,38,10,Mediocampista,4,0,0,3,0,0.00,0,0,4,0,0,1
3526,20,38,10,Mediocampista,2,0,0,1,0,0.00,0,0,1,0,1,23
3527,9,61,13,Defensor,2,1,0,1,0,0.00,0,0,0,1,1,14
3528,18,26,7,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,19
3529,22,14,4,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,23
3530,21,12,22,Defensor,4,4,0,1,0,0.00,1,0,3,0,1,6
3531,12,33,5,Defensor,2,1,0,1,0,0.00,1,0,0,0,2,24
3532,14,34,18,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,24
3533,14,34,7,Delantero,2,1,1,1,0,0.00,0,0,0,0,2,24
3534,2,32,,Arquero,0,0,0,1,0,0.00,0,0,0,0,0,13
3535,7,2,22,Arquero,4,4,0,0,0,0.00,0,0,2,1,1,7
3536,22,16,19,Defensor,3,3,0,0,0,0.00,2,0,1,1,1,19
3537,9,55,9,Delantero,3,3,0,0,0,0.00,0,0,0,2,1,12
3538,20,76,20,Mediocampista,3,3,0,0,0,0.00,0,0,0,2,1,24
3539,12,60,2,Defensor,3,3,0,0,0,0.00,1,0,0,1,2,21
3540,14,22,20,Mediocampista,2,2,0,2,0,0.00,0,0,0,1,1,14
3541,21,61,11,Mediocampista,2,0,0,1,0,0.00,0,0,0,1,1,27
3542,15,5,20,Delantero,3,2,0,1,0,0.00,1,0,1,0,2,12
3543,6,87,20,Delantero,1,1,0,4,0,0.00,0,0,1,0,0,6
3544,19,65,14,Delantero,3,3,0,0,0,0.00,1,0,0,3,0,22
3545,17,21,5,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,31
3546,12,60,12,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,21
3547,11,53,18,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,14
3548,9,61,9,Delantero,2,0,0,1,0,0.00,0,0,0,1,1,14
3549,21,69,10,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,20
3550,7,62,16,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,11
3551,4,20,,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,9
3552,10,20,19,Mediocampista,2,0,0,1,0,0.00,0,0,0,2,0,11
3553,11,53,3,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,14
3554,17,81,19,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,13
3555,22,82,16,Mediocampista,1,0,0,3,0,0.00,0,0,1,0,0,12
3556,21,32,7,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,31
3557,22,38,25,Delantero,2,0,0,2,0,0.00,0,0,0,1,1,13
3558,4,56,,Mediocampista,1,1,0,1,0,0.00,0,0,1,0,0,7
3559,3,47,,Mediocampista,0,0,0,1,0,0.00,0,0,0,0,0,15
3560,1,12,,Mediocampista,2,2,0,0,0,0.00,0,0,1,0,1,6
3561,17,77,12,Mediocampista,2,1,0,3,0,0.00,0,0,1,1,0,7
3562,21,7,6,Defensor,1,0,0,3,0,0.00,0,0,0,0,1,16
3563,2,38,,Delantero,1,1,0,2,0,0.00,0,0,0,1,0,5
3564,19,8,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
3565,6,87,21,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,6
3566,16,9,5,Defensor,3,3,0,0,0,0.00,1,0,0,2,1,23
3567,19,39,22,Mediocampista,3,0,0,1,0,0.00,0,0,1,1,1,12
3568,20,11,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,20
3569,21,40,18,Delantero,6,0,0,1,0,0.00,0,0,5,1,0,1
3570,3,75,,Defensor,1,1,0,1,0,0.00,0,0,0,0,1,9
3571,19,12,5,Mediocampista,4,4,0,1,0,0.00,1,0,2,1,1,6
3572,9,12,1,Arquero,6,6,0,0,0,0.00,0,0,6,0,0,1
3573,13,49,14,Defensor,4,4,0,1,0,0.00,3,0,1,1,2,8
3574,6,46,21,Delantero,3,3,0,1,0,0.00,0,0,0,1,2,10
3574,7,46,11,Delantero,3,3,0,1,0,0.00,0,0,2,0,1,5
3574,8,46,12,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,6
3575,16,49,19,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,9
3576,12,6,8,Mediocampista,3,3,0,0,0,0.00,0,0,2,0,1,13
3577,5,85,9,Delantero,2,2,0,1,0,0.00,0,0,1,0,1,11
3578,22,82,2,Defensor,3,1,0,1,0,0.00,0,0,1,0,2,12
3579,21,71,4,Mediocampista,1,0,0,3,0,0.00,0,0,0,0,1,13
3580,19,89,20,Mediocampista,4,1,0,3,0,0.00,0,0,3,1,0,4
3581,17,31,13,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,24
3582,1,69,,Defensor,0,0,0,2,0,0.00,0,0,0,0,0,10
3583,20,7,13,Mediocampista,0,0,0,7,0,0.00,0,0,0,0,0,2
3584,20,7,17,Defensor,4,4,0,3,0,0.00,0,0,4,0,0,2
3585,15,62,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,13
3586,10,89,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,13
3587,9,69,14,Defensor,1,1,0,3,0,0.00,0,0,0,0,1,7
3588,9,33,20,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,16
3589,1,89,,Mediocampista,4,4,0,0,0,0.00,0,0,4,0,0,1
3590,19,20,14,Mediocampista,2,2,0,2,0,0.00,2,0,2,0,0,10
3591,1,10,,Delantero,2,2,0,0,0,0.00,0,0,0,0,2,12
3592,13,68,1,Arquero,4,4,0,0,0,0.00,0,0,1,2,1,13
3593,19,89,21,Delantero,2,0,0,5,0,0.00,0,0,1,0,1,4
3594,14,38,10,Mediocampista,1,0,0,3,0,0.00,0,0,1,0,0,10
3595,17,71,5,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,21
3596,1,12,,Mediocampista,2,2,0,0,0,0.00,0,0,1,0,1,6
3597,18,71,5,Defensor,7,7,0,0,0,0.00,0,0,4,1,2,4
3598,5,35,12,Delantero,2,2,0,0,0,0.00,0,0,0,0,2,15
3598,6,35,22,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,14
3599,9,56,6,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,2
3600,14,56,5,Defensor,1,1,0,6,0,0.00,0,0,1,0,0,3
3601,5,56,16,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,10
3602,13,68,7,Mediocampista,4,4,0,0,0,0.00,0,0,1,2,1,13
3603,22,39,9,Delantero,1,1,0,3,0,0.00,0,0,0,0,1,14
3604,1,7,,Delantero,4,4,0,1,0,0.00,0,0,3,0,1,2
3605,8,7,8,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,5
3606,4,10,,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,13
3607,15,38,2,Defensor,5,5,0,0,0,0.00,2,0,2,2,1,8
3607,16,38,2,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,17
3608,3,28,,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,7
3609,14,56,6,Defensor,7,6,0,0,0,0.00,1,0,6,1,0,3
3610,7,56,21,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,9
3611,5,82,12,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,5
3612,8,71,22,Defensor,3,3,0,3,0,0.00,0,0,2,0,1,3
3613,20,43,18,Mediocampista,2,1,0,2,0,0.00,0,0,0,1,1,13
3614,20,16,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,32
3615,12,9,21,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,8
3616,14,16,19,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,7
3617,12,19,3,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,19
3618,15,16,18,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,22
3619,9,2,11,Defensor,5,5,0,1,0,0.00,0,0,5,0,0,3
