mundial,url_partido,seleccion,jugador,minuto,tipo_gol,fecha_scraping
2022,https://www.losmundialesdefutbol.com/partidos/2022_alemania_japon.php,Alemania,Ilkay Gündogan,33,penal,2026-03-16T22:49:03.385432
2022,https://www.losmundialesdefutbol.com/partidos/2022_alemania_japon.php,Japón,Ritsu Doan,75,normal,2026-03-16T22:49:03.385432
2022,https://www.losmundialesdefutbol.com/partidos/2022_alemania_japon.php,Japón,Takuma Asano,83,normal,2026-03-16T22:49:03.385432
2022,https://www.losmundialesdefutbol.com/partidos/2022_espana_alemania.php,España,Álvaro Morata,62,normal,2026-03-16T22:49:04.557059
2022,https://www.losmundialesdefutbol.com/partidos/2022_espana_alemania.php,Alemania,Niclas Füllkrug,83,normal,2026-03-16T22:49:04.557059
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Alemania,Serge Gnabry,10,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Costa Rica,Yeltsin Tejeda,58,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Costa Rica,Juan Pablo Vargas,70,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Alemania,Kai Havertz,73,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Alemania,Kai Havertz,85,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_costa_rica_alemania.php,Alemania,Niclas Füllkrug,89,normal,2026-03-16T22:49:06.499241
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_arabia_saudita.php,Argentina,Lionel Messi,10,penal,2026-03-16T22:49:23.817752
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_arabia_saudita.php,Arabia Saudita,Saleh Al-Shehri,48,normal,2026-03-16T22:49:23.817752
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_arabia_saudita.php,Arabia Saudita,Salem Al-Dawsari,53,normal,2026-03-16T22:49:23.817752
2022,https://www.losmundialesdefutbol.com/partidos/2022_polonia_arabia_saudita.php,Polonia,Piotr Zieliński,39,normal,2026-03-16T22:49:25.977594
2022,https://www.losmundialesdefutbol.com/partidos/2022_polonia_arabia_saudita.php,Polonia,Robert Lewandowski,82,normal,2026-03-16T22:49:25.977594
2022,https://www.losmundialesdefutbol.com/partidos/2022_arabia_saudita_mexico.php,México,Henry Martin,47,normal,2026-03-16T22:49:27.525486
2022,https://www.losmundialesdefutbol.com/partidos/2022_arabia_saudita_mexico.php,México,Luis Chávez,52,normal,2026-03-16T22:49:27.525486
2022,https://www.losmundialesdefutbol.com/partidos/2022_arabia_saudita_mexico.php,Arabia Saudita,Salem Al-Dawsari,90,normal,2026-03-16T22:49:27.525486
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Argelia,Islam Slimani,26,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Argelia,Rafik Halliche,28,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Argelia,Abdelmoumene Djabou,38,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Corea del Sur,Heung-Min Son,50,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Argelia,Yacine Brahimi,62,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_corea_del_sur_argelia.php,Corea del Sur,Ja-Cheol Koo,72,normal,2026-03-16T22:49:43.986323
2014,https://www.losmundialesdefutbol.com/partidos/2014_argelia_rusia.php,Rusia,Alexander Kokorin,6,normal,2026-03-16T22:49:46.131288
2014,https://www.losmundialesdefutbol.com/partidos/2014_argelia_rusia.php,Argelia,Islam Slimani,60,normal,2026-03-16T22:49:46.131288
2014,https://www.losmundialesdefutbol.com/partidos/2014_alemania_argelia.php,Alemania,André Schürrle,92,normal,2026-03-16T22:49:47.515459
2014,https://www.losmundialesdefutbol.com/partidos/2014_alemania_argelia.php,Alemania,Mesut Ozil,120,normal,2026-03-16T22:49:47.515459
2014,https://www.losmundialesdefutbol.com/partidos/2014_alemania_argelia.php,Argelia,Abdelmoumene Djabou,120,normal,2026-03-16T22:49:47.515459
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_argentina.php,Argentina,Nahuel Molina,35,normal,2026-03-16T22:49:57.254954
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_argentina.php,Argentina,Lionel Messi,73,penal,2026-03-16T22:49:57.254954
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_argentina.php,Paises Bajos,Wout Weghorst,83,normal,2026-03-16T22:49:57.254954
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_argentina.php,Paises Bajos,Wout Weghorst,90,normal,2026-03-16T22:49:57.254954
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_croacia.php,Argentina,Lionel Messi,34,penal,2026-03-16T22:49:59.276893
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_croacia.php,Argentina,Julian Alvarez,39,normal,2026-03-16T22:49:59.276893
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_croacia.php,Argentina,Julian Alvarez,69,normal,2026-03-16T22:49:59.276893
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Argentina,Lionel Messi,23,penal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Argentina,Angel Di Maria,36,normal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Francia,Kylian Mbappé,80,penal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Francia,Kylian Mbappé,81,normal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Argentina,Lionel Messi,108,normal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_francia.php,Francia,Kylian Mbappé,118,penal,2026-03-16T22:50:01.767251
2022,https://www.losmundialesdefutbol.com/partidos/2022_tunez_australia.php,Australia,Mitchell Duke,23,normal,2026-03-16T22:50:16.435760
2022,https://www.losmundialesdefutbol.com/partidos/2022_australia_dinamarca.php,Australia,Mathew Leckie,60,normal,2026-03-16T22:50:19.344160
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_australia.php,Argentina,Lionel Messi,35,normal,2026-03-16T22:50:20.909930
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_australia.php,Argentina,Julian Alvarez,57,normal,2026-03-16T22:50:20.909930
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_australia.php,Australia,Enzo Fernandez,77,autogol,2026-03-16T22:50:20.909930
1998,https://www.losmundialesdefutbol.com/partidos/1998_camerun_austria.php,Camerún,Pierre Njanka,77,normal,2026-03-16T22:50:38.146773
1998,https://www.losmundialesdefutbol.com/partidos/1998_camerun_austria.php,Austria,Toni Polster,90,normal,2026-03-16T22:50:38.146773
1998,https://www.losmundialesdefutbol.com/partidos/1998_chile_austria.php,Chile,Marcelo Salas,70,normal,2026-03-16T22:50:39.641847
1998,https://www.losmundialesdefutbol.com/partidos/1998_chile_austria.php,Austria,Ivica Vastic,90,normal,2026-03-16T22:50:39.641847
1998,https://www.losmundialesdefutbol.com/partidos/1998_italia_austria.php,Italia,Christian Vieri,48,normal,2026-03-16T22:50:41.634428
1998,https://www.losmundialesdefutbol.com/partidos/1998_italia_austria.php,Italia,Roberto Baggio,90,normal,2026-03-16T22:50:41.634428
1998,https://www.losmundialesdefutbol.com/partidos/1998_italia_austria.php,Austria,Andreas Herzog,90,penal,2026-03-16T22:50:41.634428
2022,https://www.losmundialesdefutbol.com/partidos/2022_belgica_canada.php,Bélgica,Michy Batshuayi,44,normal,2026-03-16T22:51:01.854942
2022,https://www.losmundialesdefutbol.com/partidos/2022_belgica_marruecos.php,Marruecos,Romain Saïss,73,normal,2026-03-16T22:51:04.706514
2022,https://www.losmundialesdefutbol.com/partidos/2022_belgica_marruecos.php,Marruecos,Zakaria Aboukhlal,90,normal,2026-03-16T22:51:04.706514
2022,https://www.losmundialesdefutbol.com/partidos/2022_camerun_brasil.php,Camerún,Vincent Aboubakar,90,normal,2026-03-16T22:51:21.413984
2022,https://www.losmundialesdefutbol.com/partidos/2022_brasil_corea_del_sur.php,Brasil,Vinicius Junior,7,normal,2026-03-16T22:51:23.402441
2022,https://www.losmundialesdefutbol.com/partidos/2022_brasil_corea_del_sur.php,Brasil,Neymar Jr.,13,normal,2026-03-16T22:51:23.402441
2022,https://www.losmundialesdefutbol.com/partidos/2022_brasil_corea_del_sur.php,Brasil,Richarlison,29,normal,2026-03-16T22:51:23.402441
2022,https://www.losmundialesdefutbol.com/partidos/2022_brasil_corea_del_sur.php,Brasil,Lucas Paqueta,36,normal,2026-03-16T22:51:23.402441
2022,https://www.losmundialesdefutbol.com/partidos/2022_brasil_corea_del_sur.php,Corea del Sur,Seung-ho Paik,76,normal,2026-03-16T22:51:23.402441
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_brasil.php,Brasil,Neymar Jr.,105,normal,2026-03-16T22:51:25.068492
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_brasil.php,Croacia,Bruno Petkovic,117,normal,2026-03-16T22:51:25.068492
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_canada.php,Canadá,Alphonso Davies,2,normal,2026-03-16T22:51:36.232888
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_canada.php,Croacia,Andrej Kramarić,36,normal,2026-03-16T22:51:36.232888
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_canada.php,Croacia,Marko Livaja,44,normal,2026-03-16T22:51:36.232888
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_canada.php,Croacia,Andrej Kramarić,70,normal,2026-03-16T22:51:36.232888
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_canada.php,Croacia,Lovro Majer,90,normal,2026-03-16T22:51:36.232888
2022,https://www.losmundialesdefutbol.com/partidos/2022_canada_marruecos.php,Marruecos,Hakim Ziyech,4,normal,2026-03-16T22:51:38.529448
2022,https://www.losmundialesdefutbol.com/partidos/2022_canada_marruecos.php,Marruecos,Youssef En-Nesyri,23,normal,2026-03-16T22:51:38.529448
2022,https://www.losmundialesdefutbol.com/partidos/2022_canada_marruecos.php,Canadá,Nayef Aguerd,40,autogol,2026-03-16T22:51:38.529448
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_ecuador.php,Ecuador,Enner Valencia,16,penal,2026-03-16T22:51:47.847738
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_ecuador.php,Ecuador,Enner Valencia,31,normal,2026-03-16T22:51:47.847738
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_senegal.php,Senegal,Boulaye Dia,41,normal,2026-03-16T22:51:49.321389
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_senegal.php,Senegal,Famara Diéhiou,48,normal,2026-03-16T22:51:49.321389
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_senegal.php,Catar,Mohammed Muntari,78,normal,2026-03-16T22:51:49.321389
2022,https://www.losmundialesdefutbol.com/partidos/2022_catar_senegal.php,Senegal,Bamba Dieng,84,normal,2026-03-16T22:51:49.321389
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_catar.php,Paises Bajos,Cody Gakpo,26,normal,2026-03-16T22:51:51.544087
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_catar.php,Paises Bajos,Frenkie de Jong,49,normal,2026-03-16T22:51:51.544087
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_colombia.php,Colombia,Yerry Mina,40,normal,2026-03-16T22:52:08.688588
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_colombia.php,Colombia,Radamel Falcao,70,normal,2026-03-16T22:52:08.688588
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_colombia.php,Colombia,Juan Guillermo Cuadrado,75,normal,2026-03-16T22:52:08.688588
2018,https://www.losmundialesdefutbol.com/partidos/2018_senegal_colombia.php,Colombia,Yerry Mina,74,normal,2026-03-16T22:52:10.394807
2018,https://www.losmundialesdefutbol.com/partidos/2018_colombia_inglaterra.php,Inglaterra,Harry Kane,57,penal,2026-03-16T22:52:12.167843
2018,https://www.losmundialesdefutbol.com/partidos/2018_colombia_inglaterra.php,Colombia,Yerry Mina,90,normal,2026-03-16T22:52:12.167843
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_ghana.php,Ghana,Mohammed Salisu,24,normal,2026-03-16T22:52:28.376790
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_ghana.php,Ghana,Mohammed Kudus,34,normal,2026-03-16T22:52:28.376790
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_ghana.php,Corea del Sur,Gue-sung Cho,58,normal,2026-03-16T22:52:28.376790
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_ghana.php,Corea del Sur,Gue-sung Cho,61,normal,2026-03-16T22:52:28.376790
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_ghana.php,Ghana,Mohammed Kudus,68,normal,2026-03-16T22:52:28.376790
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_portugal.php,Portugal,Ricardo Horta,5,normal,2026-03-16T22:52:31.689262
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_portugal.php,Corea del Sur,Young-Gwon Kim,27,normal,2026-03-16T22:52:31.689262
2022,https://www.losmundialesdefutbol.com/partidos/2022_corea_del_sur_portugal.php,Corea del Sur,Hee-chan Hwang,90,normal,2026-03-16T22:52:31.689262
2014,https://www.losmundialesdefutbol.com/partidos/2014_costa_de_marfil_japon.php,Japón,Keisuke Honda,16,normal,2026-03-16T22:52:48.014334
2014,https://www.losmundialesdefutbol.com/partidos/2014_costa_de_marfil_japon.php,Costa de Marfil,Wilfried Bony,64,normal,2026-03-16T22:52:48.014334
2014,https://www.losmundialesdefutbol.com/partidos/2014_costa_de_marfil_japon.php,Costa de Marfil,Gervinho,66,normal,2026-03-16T22:52:48.014334
2014,https://www.losmundialesdefutbol.com/partidos/2014_colombia_costa_de_marfil.php,Colombia,James Rodríguez,64,normal,2026-03-16T22:52:50.043173
2014,https://www.losmundialesdefutbol.com/partidos/2014_colombia_costa_de_marfil.php,Colombia,Juan Quintero,70,normal,2026-03-16T22:52:50.043173
2014,https://www.losmundialesdefutbol.com/partidos/2014_colombia_costa_de_marfil.php,Costa de Marfil,Gervinho,73,normal,2026-03-16T22:52:50.043173
2014,https://www.losmundialesdefutbol.com/partidos/2014_grecia_costa_de_marfil.php,Grecia,Andreas Samaris,42,normal,2026-03-16T22:52:52.095723
2014,https://www.losmundialesdefutbol.com/partidos/2014_grecia_costa_de_marfil.php,Costa de Marfil,Wilfried Bony,74,normal,2026-03-16T22:52:52.095723
2014,https://www.losmundialesdefutbol.com/partidos/2014_grecia_costa_de_marfil.php,Grecia,Georgios Samaras,90,penal,2026-03-16T22:52:52.095723
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_marruecos.php,Croacia,Josko Gvardiol,7,normal,2026-03-16T22:53:10.984823
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_marruecos.php,Marruecos,Achraf Dari,9,normal,2026-03-16T22:53:10.984823
2022,https://www.losmundialesdefutbol.com/partidos/2022_croacia_marruecos.php,Croacia,Mislav Orsic,42,normal,2026-03-16T22:53:10.984823
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_ecuador.php,Paises Bajos,Cody Gakpo,6,normal,2026-03-16T22:53:29.413390
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_ecuador.php,Ecuador,Enner Valencia,49,normal,2026-03-16T22:53:29.413390
2022,https://www.losmundialesdefutbol.com/partidos/2022_ecuador_senegal.php,Senegal,Ismaïla Sarr,44,normal,2026-03-16T22:53:30.603677
2022,https://www.losmundialesdefutbol.com/partidos/2022_ecuador_senegal.php,Ecuador,Moisés Caicedo,67,normal,2026-03-16T22:53:30.603677
2022,https://www.losmundialesdefutbol.com/partidos/2022_ecuador_senegal.php,Senegal,Kalidou Koulibaly,70,normal,2026-03-16T22:53:30.603677
2018,https://www.losmundialesdefutbol.com/partidos/2018_egipto_uruguay.php,Uruguay,José María Giménez,89,normal,2026-03-16T22:53:40.900294
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_egipto.php,Rusia,Ahmed Fathy,47,autogol,2026-03-16T22:53:43.380138
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_egipto.php,Rusia,Denis Cheryshev,59,normal,2026-03-16T22:53:43.380138
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_egipto.php,Rusia,Artem Dzyuba,62,normal,2026-03-16T22:53:43.380138
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_egipto.php,Egipto,Mohamed Salah,73,penal,2026-03-16T22:53:43.380138
2018,https://www.losmundialesdefutbol.com/partidos/2018_arabia_saudita_egipto.php,Egipto,Mohamed Salah,22,normal,2026-03-16T22:53:45.478593
2018,https://www.losmundialesdefutbol.com/partidos/2018_arabia_saudita_egipto.php,Arabia Saudita,Salman Al-Faraj,45,penal,2026-03-16T22:53:45.478593
2018,https://www.losmundialesdefutbol.com/partidos/2018_arabia_saudita_egipto.php,Arabia Saudita,Salem Al-Dawsari,90,normal,2026-03-16T22:53:45.478593
1998,https://www.losmundialesdefutbol.com/partidos/1998_brasil_escocia.php,Brasil,Cesar Sampaio,5,normal,2026-03-16T22:54:02.057409
1998,https://www.losmundialesdefutbol.com/partidos/1998_brasil_escocia.php,Escocia,John Collins,38,penal,2026-03-16T22:54:02.057409
1998,https://www.losmundialesdefutbol.com/partidos/1998_brasil_escocia.php,Brasil,Tom Boyd,74,autogol,2026-03-16T22:54:02.057409
1998,https://www.losmundialesdefutbol.com/partidos/1998_escocia_noruega.php,Noruega,Havard Flo,46,normal,2026-03-16T22:54:03.819113
1998,https://www.losmundialesdefutbol.com/partidos/1998_escocia_noruega.php,Escocia,Craig Burley,66,normal,2026-03-16T22:54:03.819113
1998,https://www.losmundialesdefutbol.com/partidos/1998_escocia_marruecos.php,Marruecos,Salaheddine Bassir,23,normal,2026-03-16T22:54:06.062215
1998,https://www.losmundialesdefutbol.com/partidos/1998_escocia_marruecos.php,Marruecos,Abdeljalil Hadda,46,normal,2026-03-16T22:54:06.062215
1998,https://www.losmundialesdefutbol.com/partidos/1998_escocia_marruecos.php,Marruecos,Salaheddine Bassir,85,normal,2026-03-16T22:54:06.062215
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_espana.php,España,Álvaro Morata,11,normal,2026-03-16T22:54:23.599748
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_espana.php,Japón,Ritsu Doan,48,normal,2026-03-16T22:54:23.599748
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_espana.php,Japón,Ao Tanaka,51,normal,2026-03-16T22:54:23.599748
2022,https://www.losmundialesdefutbol.com/partidos/2022_iran_estados_unidos.php,Estados Unidos,Christian Pulisic,38,normal,2026-03-16T22:54:44.328384
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_estados_unidos.php,Paises Bajos,Memphis Depay,10,normal,2026-03-16T22:54:46.329166
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_estados_unidos.php,Paises Bajos,Daley Blind,45,normal,2026-03-16T22:54:46.329166
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_estados_unidos.php,Estados Unidos,Haji Wright,76,normal,2026-03-16T22:54:46.329166
2022,https://www.losmundialesdefutbol.com/partidos/2022_holanda_estados_unidos.php,Paises Bajos,Denzel Dumfries,81,normal,2026-03-16T22:54:46.329166
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_francia.php,Francia,Aurélien Tchouaméni,17,normal,2026-03-16T22:54:56.332291
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_francia.php,Inglaterra,Harry Kane,54,penal,2026-03-16T22:54:56.332291
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_francia.php,Francia,Olivier Giroud,78,normal,2026-03-16T22:54:56.332291
2022,https://www.losmundialesdefutbol.com/partidos/2022_francia_marruecos.php,Francia,Théo Hernandez,5,normal,2026-03-16T22:54:58.028670
2022,https://www.losmundialesdefutbol.com/partidos/2022_francia_marruecos.php,Francia,Randal Kolo Muani,79,normal,2026-03-16T22:54:58.028670
2022,https://www.losmundialesdefutbol.com/partidos/2022_portugal_ghana.php,Portugal,Cristiano Ronaldo,65,penal,2026-03-16T22:55:16.529304
2022,https://www.losmundialesdefutbol.com/partidos/2022_portugal_ghana.php,Ghana,Andre Ayew,73,normal,2026-03-16T22:55:16.529304
2022,https://www.losmundialesdefutbol.com/partidos/2022_portugal_ghana.php,Portugal,João Félix,78,normal,2026-03-16T22:55:16.529304
2022,https://www.losmundialesdefutbol.com/partidos/2022_portugal_ghana.php,Portugal,Rafael Leão,80,normal,2026-03-16T22:55:16.529304
2022,https://www.losmundialesdefutbol.com/partidos/2022_portugal_ghana.php,Ghana,Osman Bukari,89,normal,2026-03-16T22:55:16.529304
2022,https://www.losmundialesdefutbol.com/partidos/2022_ghana_uruguay.php,Uruguay,Giorgian De Arrascaeta,26,normal,2026-03-16T22:55:19.420810
2022,https://www.losmundialesdefutbol.com/partidos/2022_ghana_uruguay.php,Uruguay,Giorgian De Arrascaeta,32,normal,2026-03-16T22:55:19.420810
1974,https://www.losmundialesdefutbol.com/partidos/1974_italia_haiti.php,Haití,Emmanuel Sanon,46,normal,2026-03-16T22:55:27.064313
1974,https://www.losmundialesdefutbol.com/partidos/1974_italia_haiti.php,Italia,Gianni Rivera,52,normal,2026-03-16T22:55:27.064313
1974,https://www.losmundialesdefutbol.com/partidos/1974_italia_haiti.php,Italia,Romeo Benetti,66,normal,2026-03-16T22:55:27.064313
1974,https://www.losmundialesdefutbol.com/partidos/1974_italia_haiti.php,Italia,Pietro Anastasi,79,normal,2026-03-16T22:55:27.064313
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Grzegorz Lato,17,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Kazimierz Deyna,18,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Andrzej Szarmach,30,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Jerzy Gorgon,31,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Andrzej Szarmach,34,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Andrzej Szarmach,50,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_haiti_polonia.php,Polonia,Grzegorz Lato,87,normal,2026-03-16T22:55:28.424743
1974,https://www.losmundialesdefutbol.com/partidos/1974_argentina_haiti.php,Argentina,Hector Yazalde,15,normal,2026-03-16T22:55:31.248078
1974,https://www.losmundialesdefutbol.com/partidos/1974_argentina_haiti.php,Argentina,Rene Houseman,18,normal,2026-03-16T22:55:31.248078
1974,https://www.losmundialesdefutbol.com/partidos/1974_argentina_haiti.php,Argentina,Ruben Ayala,55,normal,2026-03-16T22:55:31.248078
1974,https://www.losmundialesdefutbol.com/partidos/1974_argentina_haiti.php,Haití,Emmanuel Sanon,63,normal,2026-03-16T22:55:31.248078
1974,https://www.losmundialesdefutbol.com/partidos/1974_argentina_haiti.php,Argentina,Hector Yazalde,68,normal,2026-03-16T22:55:31.248078
2022,https://www.losmundialesdefutbol.com/partidos/2022_gales_inglaterra.php,Inglaterra,Marcus Rashford,50,normal,2026-03-16T22:55:45.504641
2022,https://www.losmundialesdefutbol.com/partidos/2022_gales_inglaterra.php,Inglaterra,Phil Foden,51,normal,2026-03-16T22:55:45.504641
2022,https://www.losmundialesdefutbol.com/partidos/2022_gales_inglaterra.php,Inglaterra,Marcus Rashford,68,normal,2026-03-16T22:55:45.504641
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_senegal.php,Inglaterra,Jordan Henderson,38,normal,2026-03-16T22:55:47.814202
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_senegal.php,Inglaterra,Harry Kane,45,normal,2026-03-16T22:55:47.814202
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_senegal.php,Inglaterra,Bukayo Saka,57,normal,2026-03-16T22:55:47.814202
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Jude Bellingham,35,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Bukayo Saka,43,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Raheem Sterling,45,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Bukayo Saka,62,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Irán,Mehdi Taremi,65,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Marcus Rashford,71,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Inglaterra,Jack Grealish,90,normal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_inglaterra_iran.php,Irán,Mehdi Taremi,90,penal,2026-03-16T22:56:05.058060
2022,https://www.losmundialesdefutbol.com/partidos/2022_gales_iran.php,Irán,Rouzbeh Cheshmi,90,normal,2026-03-16T22:56:06.753394
2022,https://www.losmundialesdefutbol.com/partidos/2022_gales_iran.php,Irán,Ramin Rezaeian,90,normal,2026-03-16T22:56:06.753394
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_costa_rica.php,Costa Rica,Keysher Fuller,81,normal,2026-03-16T22:56:24.923530
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_croacia.php,Japón,Daizen Maeda,43,normal,2026-03-16T22:56:26.815609
2022,https://www.losmundialesdefutbol.com/partidos/2022_japon_croacia.php,Croacia,Ivan Perisic,55,normal,2026-03-16T22:56:26.815609
2022,https://www.losmundialesdefutbol.com/partidos/2022_marruecos_portugal.php,Marruecos,Youssef En-Nesyri,42,normal,2026-03-16T22:56:46.633789
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_mexico.php,Argentina,Lionel Messi,64,normal,2026-03-16T22:57:02.224571
2022,https://www.losmundialesdefutbol.com/partidos/2022_argentina_mexico.php,Argentina,Enzo Fernandez,87,normal,2026-03-16T22:57:02.224571
1998,https://www.losmundialesdefutbol.com/partidos/1998_brasil_noruega.php,Brasil,Bebeto,78,normal,2026-03-16T22:57:16.831995
1998,https://www.losmundialesdefutbol.com/partidos/1998_brasil_noruega.php,Noruega,Tore Andre Flo,83,normal,2026-03-16T22:57:16.831995
