mundial,posicion,seleccion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,url,fecha_scraping
1934,9,Paises Bajos,Octavos de Final,0,1,0,0,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,12,Rumania,Octavos de Final,0,1,0,0,1,1,2,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,13,Egipto,Octavos de Final,0,1,0,0,1,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,14,Brasil,Octavos de Final,0,1,0,0,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,15,Bélgica,Octavos de Final,0,1,0,0,1,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,16,Estados Unidos,Octavos de Final,0,1,0,0,1,1,7,-6,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1930,1,Uruguay,Final,8,4,4,0,0,15,3,12,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,2,Argentina,Final,8,5,4,0,1,18,9,9,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,3,Estados Unidos,Partido 3er Puesto,4,3,2,0,1,7,6,1,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,4,Yugoslavia,Partido 3er Puesto,4,3,2,0,1,7,7,0,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,5,Chile,Grupos 1ra Ronda,4,3,2,0,1,5,3,2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,6,Brasil,Grupos 1ra Ronda,2,2,1,0,1,5,2,3,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,7,Francia,Grupos 1ra Ronda,2,3,1,0,2,4,3,1,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,8,Rumania,Grupos 1ra Ronda,2,2,1,0,1,3,5,-2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,9,Paraguay,Grupos 1ra Ronda,2,2,1,0,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,10,Perú,Grupos 1ra Ronda,0,2,0,0,2,1,4,-3,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,11,Bélgica,Grupos 1ra Ronda,0,2,0,0,2,0,4,-4,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,12,Bolivia,Grupos 1ra Ronda,0,2,0,0,2,0,8,-8,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,13,México,Grupos 1ra Ronda,0,3,0,0,3,4,13,-9,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
